lat,lon,Grid_ID
31.3381,74.1697,1163
31.45312,74.1697,1164
31.568,74.1697,1165
31.68274,74.1697,1166
31.3381,74.30445,1181
31.45312,74.30445,1182
31.568,74.30445,1183
31.68274,74.30445,1184
31.3381,74.4392,1198
31.45312,74.4392,1199
31.568,74.4392,1200
31.68274,74.4392,1201
