lat,lon,Grid_ID
24.19565,68.43409,320
24.3185,68.43409,321
24.44123,68.43409,322
24.56385,68.43409,323
24.68634,68.43409,324
24.80871,68.43409,325
24.93096,68.43409,326
25.05309,68.43409,327
25.1751,68.43409,328
25.29699,68.43409,329
25.41875,68.43409,330
25.54039,68.43409,331
25.66191,68.43409,332
25.78331,68.43409,333
25.90458,68.43409,334
26.02572,68.43409,335
26.14674,68.43409,336
26.26764,68.43409,337
26.38841,68.43409,338
26.50905,68.43409,339
26.62957,68.43409,340
26.74996,68.43409,341
26.87022,68.43409,342
26.99036,68.43409,343
27.11037,68.43409,344
27.23024,68.43409,345
27.34999,68.43409,346
27.46961,68.43409,347
27.5891,68.43409,348
27.70846,68.43409,349
27.82769,68.43409,350
27.94679,68.43409,351
28.06576,68.43409,352
28.1846,68.43409,353
28.3033,68.43409,354
24.07268,68.56884,355
24.19565,68.56884,356
24.3185,68.56884,357
24.44123,68.56884,358
24.56385,68.56884,359
24.68634,68.56884,360
24.80871,68.56884,361
24.93096,68.56884,362
25.05309,68.56884,363
25.1751,68.56884,364
25.29699,68.56884,365
25.41875,68.56884,366
25.54039,68.56884,367
25.66191,68.56884,368
25.78331,68.56884,369
25.90458,68.56884,370
26.02572,68.56884,371
26.14674,68.56884,372
26.26764,68.56884,373
26.38841,68.56884,374
26.50905,68.56884,375
26.62957,68.56884,376
26.74996,68.56884,377
26.87022,68.56884,378
26.99036,68.56884,379
27.11037,68.56884,380
27.23024,68.56884,381
27.34999,68.56884,382
27.46961,68.56884,383
27.5891,68.56884,384
27.70846,68.56884,385
27.82769,68.56884,386
27.94679,68.56884,387
28.06576,68.56884,388
28.1846,68.56884,389
28.3033,68.56884,390
28.42187,68.56884,391
24.07268,68.70359,392
24.19565,68.70359,393
24.3185,68.70359,394
24.44123,68.70359,395
24.56385,68.70359,396
24.68634,68.70359,397
24.80871,68.70359,398
24.93096,68.70359,399
25.05309,68.70359,400
25.1751,68.70359,401
25.29699,68.70359,402
25.41875,68.70359,403
25.54039,68.70359,404
25.66191,68.70359,405
25.78331,68.70359,406
25.90458,68.70359,407
26.02572,68.70359,408
26.14674,68.70359,409
26.26764,68.70359,410
26.38841,68.70359,411
26.50905,68.70359,412
26.62957,68.70359,413
26.74996,68.70359,414
26.87022,68.70359,415
26.99036,68.70359,416
27.11037,68.70359,417
27.23024,68.70359,418
27.34999,68.70359,419
27.46961,68.70359,420
27.5891,68.70359,421
27.70846,68.70359,422
27.82769,68.70359,423
27.94679,68.70359,424
28.06576,68.70359,425
28.1846,68.70359,426
28.3033,68.70359,427
28.42187,68.70359,428
24.3185,68.83833,429
24.44123,68.83833,430
24.56385,68.83833,431
24.68634,68.83833,432
24.80871,68.83833,433
24.93096,68.83833,434
25.05309,68.83833,435
25.1751,68.83833,436
25.29699,68.83833,437
25.41875,68.83833,438
25.54039,68.83833,439
25.66191,68.83833,440
25.78331,68.83833,441
25.90458,68.83833,442
26.02572,68.83833,443
26.14674,68.83833,444
26.26764,68.83833,445
26.38841,68.83833,446
26.50905,68.83833,447
26.62957,68.83833,448
26.74996,68.83833,449
26.87022,68.83833,450
26.99036,68.83833,451
27.11037,68.83833,452
27.23024,68.83833,453
27.34999,68.83833,454
27.46961,68.83833,455
27.5891,68.83833,456
27.70846,68.83833,457
27.82769,68.83833,458
27.94679,68.83833,459
28.06576,68.83833,460
28.1846,68.83833,461
28.3033,68.83833,462
28.42187,68.83833,463
24.3185,68.97308,464
24.44123,68.97308,465
24.56385,68.97308,466
24.68634,68.97308,467
24.80871,68.97308,468
24.93096,68.97308,469
25.05309,68.97308,470
25.1751,68.97308,471
25.29699,68.97308,472
25.41875,68.97308,473
25.54039,68.97308,474
25.66191,68.97308,475
25.78331,68.97308,476
25.90458,68.97308,477
26.02572,68.97308,478
26.14674,68.97308,479
26.26764,68.97308,480
26.38841,68.97308,481
26.50905,68.97308,482
26.62957,68.97308,483
26.74996,68.97308,484
26.87022,68.97308,485
26.99036,68.97308,486
27.11037,68.97308,487
27.23024,68.97308,488
27.34999,68.97308,489
27.46961,68.97308,490
27.5891,68.97308,491
27.70846,68.97308,492
27.82769,68.97308,493
27.94679,68.97308,494
28.06576,68.97308,495
28.1846,68.97308,496
28.3033,68.97308,497
28.42187,68.97308,498
24.3185,69.10783,499
24.44123,69.10783,500
24.56385,69.10783,501
24.68634,69.10783,502
24.80871,69.10783,503
24.93096,69.10783,504
25.05309,69.10783,505
25.1751,69.10783,506
25.29699,69.10783,507
25.41875,69.10783,508
25.54039,69.10783,509
25.66191,69.10783,510
25.78331,69.10783,511
25.90458,69.10783,512
26.02572,69.10783,513
26.14674,69.10783,514
26.26764,69.10783,515
26.38841,69.10783,516
26.50905,69.10783,517
26.62957,69.10783,518
26.74996,69.10783,519
26.87022,69.10783,520
26.99036,69.10783,521
27.11037,69.10783,522
27.23024,69.10783,523
27.34999,69.10783,524
27.46961,69.10783,525
27.5891,69.10783,526
27.70846,69.10783,527
27.82769,69.10783,528
27.94679,69.10783,529
28.06576,69.10783,530
28.1846,69.10783,531
28.3033,69.10783,532
28.42187,69.10783,533
24.3185,69.24258,534
24.44123,69.24258,535
24.56385,69.24258,536
24.68634,69.24258,537
24.80871,69.24258,538
24.93096,69.24258,539
25.05309,69.24258,540
25.1751,69.24258,541
25.29699,69.24258,542
25.41875,69.24258,543
25.54039,69.24258,544
25.66191,69.24258,545
25.78331,69.24258,546
25.90458,69.24258,547
26.02572,69.24258,548
26.14674,69.24258,549
26.26764,69.24258,550
26.38841,69.24258,551
26.50905,69.24258,552
26.62957,69.24258,553
26.74996,69.24258,554
26.87022,69.24258,555
26.99036,69.24258,556
27.11037,69.24258,557
27.23024,69.24258,558
27.34999,69.24258,559
27.46961,69.24258,560
27.5891,69.24258,561
27.70846,69.24258,562
27.82769,69.24258,563
27.94679,69.24258,564
28.06576,69.24258,565
28.1846,69.24258,566
28.3033,69.24258,567
28.42187,69.24258,568
24.3185,69.37732,569
24.44123,69.37732,570
24.56385,69.37732,571
24.68634,69.37732,572
24.80871,69.37732,573
24.93096,69.37732,574
25.05309,69.37732,575
25.1751,69.37732,576
25.29699,69.37732,577
25.41875,69.37732,578
25.54039,69.37732,579
25.66191,69.37732,580
25.78331,69.37732,581
25.90458,69.37732,582
26.02572,69.37732,583
26.14674,69.37732,584
26.26764,69.37732,585
26.38841,69.37732,586
26.50905,69.37732,587
26.62957,69.37732,588
26.74996,69.37732,589
26.87022,69.37732,590
26.99036,69.37732,591
27.11037,69.37732,592
27.23024,69.37732,593
27.34999,69.37732,594
27.46961,69.37732,595
27.5891,69.37732,596
27.70846,69.37732,597
27.82769,69.37732,598
27.94679,69.37732,599
28.06576,69.37732,600
28.1846,69.37732,601
28.3033,69.37732,602
28.42187,69.37732,603
24.3185,69.51207,604
24.44123,69.51207,605
24.56385,69.51207,606
24.68634,69.51207,607
24.80871,69.51207,608
24.93096,69.51207,609
25.05309,69.51207,610
25.1751,69.51207,611
25.29699,69.51207,612
25.41875,69.51207,613
25.54039,69.51207,614
25.66191,69.51207,615
25.78331,69.51207,616
25.90458,69.51207,617
26.02572,69.51207,618
26.14674,69.51207,619
26.26764,69.51207,620
26.38841,69.51207,621
26.50905,69.51207,622
26.62957,69.51207,623
26.99036,69.51207,624
27.11037,69.51207,625
27.23024,69.51207,626
27.34999,69.51207,627
27.46961,69.51207,628
27.5891,69.51207,629
27.70846,69.51207,630
27.82769,69.51207,631
27.94679,69.51207,632
28.06576,69.51207,633
28.1846,69.51207,634
28.3033,69.51207,635
28.42187,69.51207,636
24.3185,69.64682,637
24.44123,69.64682,638
24.56385,69.64682,639
24.68634,69.64682,640
24.80871,69.64682,641
24.93096,69.64682,642
25.05309,69.64682,643
25.1751,69.64682,644
25.29699,69.64682,645
25.41875,69.64682,646
25.54039,69.64682,647
25.66191,69.64682,648
25.78331,69.64682,649
25.90458,69.64682,650
26.02572,69.64682,651
26.14674,69.64682,652
26.26764,69.64682,653
26.38841,69.64682,654
26.50905,69.64682,655
26.62957,69.64682,656
27.23024,69.64682,657
27.34999,69.64682,658
27.46961,69.64682,659
27.5891,69.64682,660
27.70846,69.64682,661
27.82769,69.64682,662
27.94679,69.64682,663
28.06576,69.64682,664
28.1846,69.64682,665
28.42187,69.64682,666
24.19565,69.78156,667
24.3185,69.78156,668
24.44123,69.78156,669
24.56385,69.78156,670
24.68634,69.78156,671
24.80871,69.78156,672
24.93096,69.78156,673
25.05309,69.78156,674
25.1751,69.78156,675
25.29699,69.78156,676
25.41875,69.78156,677
25.54039,69.78156,678
25.66191,69.78156,679
25.78331,69.78156,680
25.90458,69.78156,681
26.02572,69.78156,682
26.14674,69.78156,683
26.26764,69.78156,684
26.38841,69.78156,685
26.50905,69.78156,686
27.34999,69.78156,687
27.46961,69.78156,688
27.5891,69.78156,689
27.70846,69.78156,690
27.82769,69.78156,691
27.94679,69.78156,692
28.06576,69.78156,693
28.1846,69.78156,694
28.3033,69.78156,695
24.19565,69.91631,696
24.3185,69.91631,697
24.44123,69.91631,698
24.56385,69.91631,699
24.68634,69.91631,700
24.80871,69.91631,701
24.93096,69.91631,702
25.05309,69.91631,703
25.1751,69.91631,704
25.29699,69.91631,705
25.41875,69.91631,706
25.54039,69.91631,707
25.66191,69.91631,708
25.78331,69.91631,709
25.90458,69.91631,710
26.02572,69.91631,711
26.14674,69.91631,712
26.26764,69.91631,713
26.38841,69.91631,714
26.50905,69.91631,715
27.46961,69.91631,716
27.5891,69.91631,717
27.70846,69.91631,718
27.82769,69.91631,719
27.94679,69.91631,720
24.19565,70.05106,721
24.3185,70.05106,722
24.44123,70.05106,723
24.56385,70.05106,724
24.68634,70.05106,725
24.80871,70.05106,726
24.93096,70.05106,727
25.05309,70.05106,728
25.1751,70.05106,729
25.29699,70.05106,730
25.41875,70.05106,731
25.54039,70.05106,732
25.66191,70.05106,733
25.78331,70.05106,734
25.90458,70.05106,735
26.02572,70.05106,736
26.14674,70.05106,737
26.26764,70.05106,738
26.38841,70.05106,739
26.50905,70.05106,740
27.70846,70.05106,741
27.82769,70.05106,742
24.3185,70.18581,743
24.44123,70.18581,744
24.56385,70.18581,745
24.68634,70.18581,746
24.80871,70.18581,747
24.93096,70.18581,748
25.05309,70.18581,749
25.1751,70.18581,750
25.29699,70.18581,751
25.41875,70.18581,752
25.54039,70.18581,753
25.66191,70.18581,754
25.78331,70.18581,755
24.44123,70.32055,756
24.56385,70.32055,757
24.68634,70.32055,758
24.80871,70.32055,759
24.93096,70.32055,760
25.05309,70.32055,761
25.1751,70.32055,762
25.29699,70.32055,763
25.41875,70.32055,764
25.54039,70.32055,765
25.66191,70.32055,766
24.44123,70.4553,767
24.56385,70.4553,768
24.68634,70.4553,769
24.80871,70.4553,770
24.93096,70.4553,771
25.05309,70.4553,772
25.1751,70.4553,773
25.29699,70.4553,774
25.41875,70.4553,775
25.54039,70.4553,776
25.66191,70.4553,777
24.3185,70.59005,778
24.44123,70.59005,779
24.56385,70.59005,780
24.68634,70.59005,781
24.80871,70.59005,782
24.93096,70.59005,783
25.05309,70.59005,784
25.1751,70.59005,785
25.29699,70.59005,786
25.41875,70.59005,787
25.54039,70.59005,788
25.66191,70.59005,789
24.3185,70.7248,790
24.44123,70.7248,791
24.56385,70.7248,792
24.68634,70.7248,793
24.80871,70.7248,794
24.93096,70.7248,795
25.05309,70.7248,796
25.1751,70.7248,797
25.29699,70.7248,798
24.3185,70.85954,799
24.44123,70.85954,800
24.56385,70.85954,801
24.68634,70.85954,802
24.80871,70.85954,803
24.93096,70.85954,804
25.05309,70.85954,805
25.1751,70.85954,806
24.44123,70.99429,807
24.56385,70.99429,808
24.68634,70.99429,809
24.80871,70.99429,810
