lat,lon,Grid_ID
30.03558,66.82074,1269
30.15216,66.82074,1270
30.26861,66.82074,1271
30.38492,66.82074,1272
30.03558,66.95548,1321
30.15216,66.95548,1322
30.26861,66.95548,1323
30.38492,66.95548,1324
30.03558,67.09023,1372
30.15216,67.09023,1373
30.26861,67.09023,1374
30.38492,67.09023,1375
